model,model_label,accession,gene_name,organism,namespace,prompt_id,primary_error,sub_errors,hallucination_rate,n_predicted,n_ground_truth,n_correct,precision,recall,response_text,ground_truth,hallucinated_ids,missed_ids
google/gemma-4-31b,Gemma-4 31B,Q64299,CCN3,mouse,molecular_function,P3_fewshot,complete_miss,high_hallucination,0.6,5,1,0,0.0,0.0,"GO:0005515 | protein binding
GO:0004872 | integrin binding
GO:0008034 | receptor binding
GO:0005506 | calcium ion binding
GO:0005198 | structural molecule activity",GO:0005179|hormone activity,"['GO:0005515', 'GO:0004872', 'GO:0008034']",['GO:0005179']
google/gemma-4-31b,Gemma-4 31B,O13034,RAG2,zebrafish,biological_process,P2_constrained,complete_miss,,0.0,3,7,0,0.0,0.0,"GO:0030198 | V(D)J recombination
GO:0006260 | DNA repair
GO:0003677 | DNA cleavage",GO:0048534|hematopoietic or lymphoid organ development; GO:0033152|immunoglobulin V(D)J recombination; GO:0030098|lymphocyte differentiation; GO:0065004|protein-DNA complex assembly; GO:0030217|T cell,[],"['GO:0048534', 'GO:0065004', 'GO:0048538', 'GO:0030217', 'GO:0030098']"
google/gemma-4-31b,Gemma-4 31B,P64534,RCNB,ecoli,molecular_function,P3_fewshot,complete_miss,partial_hallucination,0.5,2,1,0,0.0,0.0,"GO:0005515 | protein binding
GO:0003677 | DNA-binding",GO:0005507|copper ion binding,['GO:0005515'],['GO:0005507']
google/gemma-4-31b,Gemma-4 31B,P07017,MCP2,ecoli,cellular_component,P3_fewshot,partial_match_poor,partial_hallucination|low_recall|low_precision,0.5,4,3,1,0.25,0.333,"GO:0009986 | plasma membrane
GO:0005886 | plasma membrane part
GO:0009987 | cell surface
GO:0044583 | plasma membrane protein complex",GO:0051286|cell tip; GO:0098561|methyl accepting chemotaxis protein complex; GO:0005886|plasma membrane,"['GO:0044583', 'GO:0009987']","['GO:0098561', 'GO:0051286']"
google/gemma-4-31b,Gemma-4 31B,P77434,ALAC,ecoli,biological_process,P1_zeroshot,complete_miss,partial_hallucination,0.5,6,3,0,0.0,0.0,"Based on the provided protein function and its role in the metabolism of *Escherichia coli*, the following Gene Ontology (GO) Biological Process terms best describe ALAC:

GO:0006814 | amino acid biosynthetic process
GO:0006811 | amino acid metabolic process
GO:0006850 | alanine biosynthetic process",GO:0006523|alanine biosynthetic process; GO:0030632|D-alanine biosynthetic process; GO:0019272|L-alanine biosynthetic process from pyruvate,"['GO:0006850', 'GO:0006581', 'GO:0006091']","['GO:0030632', 'GO:0006523', 'GO:0019272']"
google/gemma-4-31b,Gemma-4 31B,P08294,SODE,human,molecular_function,P5_selection,complete_miss,,0.0,2,1,0,0.0,0.0,"GO:0046872 | metal ion binding
GO:0008270 | zinc ion binding",GO:0060090|molecular adaptor activity,[],['GO:0060090']
google/gemma-4-31b,Gemma-4 31B,P0CX39,RS8A,yeast,cellular_component,P5_selection,complete_miss,,0.0,4,2,0,0.0,0.0,"GO:0005829 | cytosol
GO:0005737 | cytoplasm
GO:0005634 | nucleus
GO:0005654 | nucleoplasm",GO:0030686|90S preribosome; GO:0022627|cytosolic small ribosomal subunit,[],"['GO:0022627', 'GO:0030686']"
google/gemma-4-31b,Gemma-4 31B,P47057,SNX4,yeast,cellular_component,P2_constrained,complete_miss,partial_hallucination,0.2,5,5,0,0.0,0.0,"GO:0005764 | endosome
GO:0005884 | Golgi apparatus
GO:0005779 | early endosome
GO:0005777 | late endosome
GO:0005783 | multivesicular body",GO:0010009|cytoplasmic side of endosome membrane; GO:0005829|cytosol; GO:0005769|early endosome; GO:0048471|perinuclear region of cytoplasm; GO:0000407|phagophore assembly site,['GO:0005779'],"['GO:0010009', 'GO:0048471', 'GO:0005829', 'GO:0005769', 'GO:0000407']"
google/gemma-4-31b,Gemma-4 31B,Q92963,RIT1,human,molecular_function,P2_constrained,complete_miss,partial_hallucination,0.5,2,2,0,0.0,0.0,"GO:0004872 | GTPase activity
GO:0005524 | GTP binding",GO:0005525|GTP binding; GO:0003924|GTPase activity,['GO:0004872'],"['GO:0003924', 'GO:0005525']"
google/gemma-4-31b,Gemma-4 31B,Q9Y2R5,RT17,human,cellular_component,P2_constrained,complete_miss,partial_hallucination,0.2,5,1,0,0.0,0.0,"GO:0005840 | cytoplasm
GO:0005815 | mitochondrial ribosome
GO:0005744 | mitochondrial part
GO:0005739 | mitochondrion
GO:0005822 | mitochondrial matrix",GO:0005763|mitochondrial small ribosomal subunit,['GO:0005822'],['GO:0005763']
google/gemma-4-31b,Gemma-4 31B,Q71MM5,DMRT1,zebrafish,biological_process,P2_constrained,complete_miss,partial_hallucination,0.4,5,4,0,0.0,0.0,"GO:0007588 | gonad development
GO:0007612 | sexual development
GO:0007613 | sex determination
GO:0006348 | regulation of transcription, DNA-templated
GO:0045893 | regulation of transcription from RNA polymerase II promoter",GO:0007281|germ cell development; GO:0002176|male germ cell proliferation; GO:0008584|male gonad development; GO:0030238|male sex determination,"['GO:0006348', 'GO:0007588']","['GO:0002176', 'GO:0008584', 'GO:0030238', 'GO:0007281']"
google/gemma-4-31b,Gemma-4 31B,Q7SZ56,TM218,zebrafish,molecular_function,P3_fewshot,complete_miss,partial_hallucination,0.333,3,0,0,0.0,0.0,"Based on the protein's identity as a transmembrane protein and its predicted involvement in ciliary biogenesis and function in *Danio rerio*, here are the predicted Gene Ontology Molecular Function terms:

GO:0005524 | ATP binding
GO:0005515 | protein binding
GO:0005886 | transmembrane transport",,['GO:0005515'],[]
google/gemma-4-31b,Gemma-4 31B,P53251,SLX9,yeast,cellular_component,P2_constrained,partial_match_poor,partial_hallucination|low_recall|low_precision,0.333,3,5,1,0.333,0.2,"GO:0005747 | ribosome biogenesis complex
GO:0005884 | nucleolus
GO:0005634 | nucleus","GO:0030686|90S preribosome; GO:0005730|nucleolus; GO:0005634|nucleus; GO:0030688|preribosome, small subunit precursor; GO:0032040|small-subunit processome",['GO:0005747'],"['GO:0005730', 'GO:0030688', 'GO:0032040', 'GO:0030686']"
google/gemma-4-31b,Gemma-4 31B,Q14BN4,SLMAP,human,cellular_component,P3_fewshot,partial_match_high_recall,partial_hallucination|low_precision,0.25,4,2,1,0.25,0.5,"Protein: SLMAP, Organism: Homo sapiens
GO Cellular Component terms:
GO:0005886 | plasma membrane
GO:0005737 | cytoplasm
GO:0005739 | mitochondrial inner membrane
GO:0005886 | sarcolemma
GO:0005779 | membrane-bounded organelle",GO:0005737|cytoplasm; GO:0090443|FAR/SIN/STRIPAK complex,['GO:0005779'],['GO:0090443']
google/gemma-4-31b,Gemma-4 31B,Q60989,XIAP,mouse,cellular_component,P3_fewshot,partial_match_high_recall,low_precision,0.0,5,1,1,0.2,1.0,"Protein: XIAP, Organism: Mus musculus
GO Cellular Component terms:
GO:0005829 | cytosol
GO:0005634 | nucleus
GO:0005737 | cytoplasm
GO:0005739 | mitochondrial nucleoid
GO:0005886 | mitochondrial outer membrane",GO:0005737|cytoplasm,[],[]
google/gemma-4-31b,Gemma-4 31B,Q86TV6,TTC7B,human,biological_process,P3_fewshot,complete_miss,high_hallucination,0.6,5,2,0,0.0,0.0,"GO:0005524 | phosphatidylinositol 4-phosphate metabolic process
GO:0016021 | integral component of membrane
GO:0005515 | protein localization
GO:0043237 | regulation of phosphatidylinositol 4-kinase activity
GO:0005886 | protein-protein interaction",GO:0046854|phosphatidylinositol phosphate biosynthetic process; GO:0072659|protein localization to plasma membrane,"['GO:0016021', 'GO:0043237', 'GO:0005515']","['GO:0046854', 'GO:0072659']"
google/gemma-4-31b,Gemma-4 31B,O89103,C1QR1,mouse,biological_process,P2_constrained,complete_miss,partial_hallucination,0.333,6,0,0,0.0,0.0,"GO:0006959 | inflammatory response
GO:0006909 | phagocytosis
GO:0007155 | cell adhesion
GO:0001525 | angiogenesis
GO:0007623 | cell migration
GO:0043547 | phagocytosis of apoptotic cells",,"['GO:0006909', 'GO:0006959']",[]
google/gemma-4-31b,Gemma-4 31B,Q2VPA4,CR1L,human,molecular_function,P5_selection,complete_miss,partial_hallucination,0.333,3,0,0,0.0,0.0,"GO:0005515 | protein binding
GO:0046872 | metal ion binding
GO:0008270 | zinc ion binding",,['GO:0005515'],[]
google/gemma-4-31b,Gemma-4 31B,Q9PVF8,CTNA1,zebrafish,molecular_function,P2_constrained,complete_hallucination,high_hallucination,1.0,2,2,0,0.0,0.0,"GO:0005515 | protein binding
GO:0004543 | actin binding",GO:0051015|actin filament binding; GO:0045296|cadherin binding,"['GO:0005515', 'GO:0004543']","['GO:0051015', 'GO:0045296']"
google/gemma-4-31b,Gemma-4 31B,Q6NZQ4,PAXI1,mouse,biological_process,P4_cot,empty_response,no_go_ids_extracted,0.0,0,10,0,0.0,0.0,"To determine the appropriate Gene Ontology (GO) Biological Process terms for PAXI1 (PAX-interacting protein 1), we analyze the provided functional data step-by-step.

### Step 1: What is the protein's primary biochemical activity?
PAXI1 acts primarily as a **scaffold or adapter protein**. It does no",GO:0060612|adipose tissue development; GO:0060717|chorion development; GO:0006974|DNA damage response; GO:0043542|endothelial cell migration; GO:0045830|positive regulation of isotype switching; GO:00,[],[]
google/gemma-4-31b,Gemma-4 31B,P54761,EPHB4,mouse,biological_process,P5_selection,complete_miss,,0.0,2,6,0,0.0,0.0,"GO:0006468 | protein phosphorylation
GO:0007165 | signal transduction",GO:0001525|angiogenesis; GO:0048013|ephrin receptor signaling pathway; GO:0003007|heart morphogenesis; GO:1903849|positive regulation of aorta morphogenesis; GO:2000525|positive regulation of T cell c,[],"['GO:0048013', 'GO:0003007', 'GO:0001525', 'GO:2000525', 'GO:0048845']"
google/gemma-4-31b,Gemma-4 31B,P97946,VEGFD,mouse,cellular_component,P4_cot,partial_match_good,partial_hallucination,0.333,3,2,2,0.667,1.0,"**Step 1: What is the protein's primary biochemical activity?**
VEGFD (Vascular endothelial growth factor D) is a secreted signaling protein. Its primary biochemical activity is acting as a ligand that binds to specific tyrosine kinase receptors, most notably VEGFR-3 (Flt4) and VEGFR-2. It functions",GO:0005576|extracellular region; GO:0005615|extracellular space,['GO:0030114'],[]
google/gemma-4-31b,Gemma-4 31B,P39401,OPGB,ecoli,biological_process,P4_cot,complete_hallucination,high_hallucination,1.0,4,0,0,0.0,0.0,"**Step 1: What is the protein's primary biochemical activity?**
OPGB (Phosphoglycerol transferase I) is an enzyme that catalyzes the transfer of a phosphoglycerol residue from phosphatidylglycerol (a phospholipid) to a membrane-bound nascent glucan backbone. Biochemically, it acts as a glycerophosph",,"['GO:0009274', 'GO:0006441', 'GO:0044244', 'GO:0006440']",[]
google/gemma-4-31b,Gemma-4 31B,P43555,EMP47,yeast,biological_process,P2_constrained,complete_miss,high_hallucination,0.645,31,1,0,0.0,0.0,"GO:0006488 | protein targeting to endoplasmic reticulum
GO:0006489 | protein targeting
GO:0005886 | protein secretion
GO:0006333 | protein transport
GO:0006331 | protein localization
GO:0006330 | protein sorting
GO:0006332 | protein trafficking
GO:0006335 | protein transport, intracellular
GO:000633",GO:0006888|endoplasmic reticulum to Golgi vesicle-mediated transport,"['GO:0006350', 'GO:0006348', 'GO:0006342', 'GO:0006335', 'GO:0006345']",['GO:0006888']
mistral:7b,Mistral 7B,P27896,NARQ,ecoli,biological_process,P5_selection,partial_match_poor,partial_hallucination|low_recall|low_precision,0.429,7,3,1,0.143,0.333," GO:0006468 | protein phosphorylation
GO:0007165 | signal transduction
GO:0006355 | regulation of DNA-templated transcription
GO:00045786 | negative regulation of cell cycle
GO:0006412 | translation (indirectly, as it is involved in regulating transcription)
GO:0006351 | DNA-templated transcription ",GO:0071249|cellular response to nitrate; GO:0071250|cellular response to nitrite; GO:0007165|signal transduction,"['GO:0004578', 'GO:0006412', 'GO:0006810']","['GO:0071249', 'GO:0071250']"
mistral:7b,Mistral 7B,P53076,VID30,yeast,cellular_component,P1_zeroshot,complete_miss,partial_hallucination,0.5,4,3,0,0.0,0.0," Based on the provided information, the following Gene Ontology (GO) Cellular Component terms can be assigned to the VID30 protein in Saccharomyces cerevisiae:

1. GO:0005829 | Proteasome complex
   The VID30 protein is part of the proteasome complex, which is responsible for protein degradation.

2",GO:0005737|cytoplasm; GO:0034657|GID complex; GO:0005634|nucleus,"['GO:0005828', 'GO:0005827']","['GO:0005634', 'GO:0005737', 'GO:0034657']"
mistral:7b,Mistral 7B,Q7T3Y0,NARPA,zebrafish,cellular_component,P3_fewshot,complete_miss,high_hallucination,0.667,6,0,0,0.0,0.0," Based on the known function of NARPA in regulating Wnt and Notch signaling, intersegmental vessel patterning during development, and its localization to the nucleus for LEF1 stabilization, I would predict the following Gene Ontology (GO) Cellular Component terms for NARPA in Danio rerio:

1. GO:000",,"['GO:0031974', 'GO:0032501', 'GO:0048869', 'GO:0005857']",[]
mistral:7b,Mistral 7B,O43909,EXTL3,human,biological_process,P3_fewshot,complete_hallucination,high_hallucination,1.0,9,5,0,0.0,0.0," Based on the provided information about EXTL3 (Exostosin-like 3), a glycosyltransferase that regulates the biosynthesis of heparan sulfate (HS) and plays an important role in skeletal development, hematopoiesis, pancreatic islet maturation, and insulin secretion, the following Gene Ontology Biologi",GO:0015012|heparan sulfate proteoglycan biosynthetic process; GO:0106015|negative regulation of inflammatory response to wounding; GO:0045617|negative regulation of keratinocyte differentiation; GO:00,"['GO:0032521', 'GO:0048511', 'GO:0032518', 'GO:0032519', 'GO:0032516']","['GO:0045617', 'GO:0010838', 'GO:0106015', 'GO:0015012', 'GO:0051897']"
mistral:7b,Mistral 7B,P01325,INS1,mouse,molecular_function,P1_zeroshot,complete_miss,high_hallucination,0.571,7,0,0,0.0,0.0," Based on the function of the INS1 protein, the following Gene Ontology (GO) Molecular Function terms can be assigned:

1. GO:0008297 | insulin receptor signaling pathway
2. GO:0003677 | insulin binding
3. GO:0005524 | protein serine/threonine kinase activity
4. GO:0016301 | glucose transport
5. GO:",,"['GO:0042272', 'GO:0004856', 'GO:0006091', 'GO:0008297']",[]
mistral:7b,Mistral 7B,P40167,ZC3HD,yeast,molecular_function,P2_constrained,complete_miss,partial_hallucination,0.5,10,0,0,0.0,0.0," Based on the provided information about ZC3HD (Sporulation-specific with a leucine zipper motif protein 1) from Saccharomyces cerevisiae, I will predict the following experimentally supported Gene Ontology Molecular Function (GO MO) terms:

1. GO:0008170 | N6-adenosine methyltransferase activity
2.",,"['GO:0008170', 'GO:0042545', 'GO:0005109', 'GO:0005508', 'GO:0005515']",[]
mistral:7b,Mistral 7B,Q9D2J4,VSIG1,mouse,molecular_function,P3_fewshot,complete_miss,high_hallucination,0.857,7,0,0,0.0,0.0," For the protein VSIG1 in Mus musculus (Mouse), some possible GO Molecular Function terms could be:

1. GO:0005209 | Immunoglobulin-like domain binding
2. GO:0005515 | Protein binding
3. GO:0004975 | Transmembrane receptor protein serine/threonine kinase activity (since VSIG1 is a type I transmembra",,"['GO:0005209', 'GO:0023405', 'GO:0005508', 'GO:0005515', 'GO:0005189']",[]
mistral:7b,Mistral 7B,P27814,KLRBC,mouse,molecular_function,P2_constrained,complete_miss,high_hallucination,0.778,9,2,0,0.0,0.0," GO:0003712 | binding
GO:0005515 | receptor activity
GO:0004931 | protein homodimerization activity
GO:0008067 | calcium ion binding
GO:0005125 | cytokine activity
GO:0005181 | cytokine receptor binding
GO:0042221 | immunoglobulin-like receptor binding
GO:0030528 | protein-activated receptor activit",GO:0042802|identical protein binding; GO:0038023|signaling receptor activity,"['GO:0008067', 'GO:0005181', 'GO:0004931', 'GO:0005515', 'GO:0042221']","['GO:0038023', 'GO:0042802']"
mistral:7b,Mistral 7B,Q9ET77,JPH3,mouse,cellular_component,P4_cot,complete_miss,high_hallucination,0.571,7,4,0,0.0,0.0," Step 1: The primary biochemical activity of protein JPH3 is to contribute to the formation and maintenance of junctional membrane complexes (JMCs). These complexes link the plasma membrane with the endoplasmic or sarcoplasmic reticulum in excitable cells.

Step 2: Protein JPH3 participates in molec",GO:0005783|endoplasmic reticulum; GO:0005789|endoplasmic reticulum membrane; GO:0030314|junctional membrane complex; GO:0005886|plasma membrane,"['GO:0071955', 'GO:0038993', 'GO:0030090', 'GO:0044426']","['GO:0005886', 'GO:0005783', 'GO:0005789', 'GO:0030314']"
mistral:7b,Mistral 7B,Q92786,PROX1,human,molecular_function,P1_zeroshot,partial_match_poor,partial_hallucination|low_recall|low_precision,0.5,4,8,1,0.25,0.125," Based on the provided information about PROX1, the following Gene Ontology (GO) Molecular Function terms appear to be most relevant:

1. GO:0003700 | DNA binding
2. GO:0003677 | Transcription factor activity, RNA polymerase II-specific
3. GO:0004895 | Transcriptional activator activity, RNA polymer","GO:0003677|DNA binding; GO:0050692|DNA binding domain binding; GO:0001228|DNA-binding transcription activator activity, RNA polymerase II-specific; GO:0001227|DNA-binding transcription repressor activ","['GO:0004895', 'GO:0004891']","['GO:0050693', 'GO:1990837', 'GO:0001227', 'GO:0000976', 'GO:0050692']"
mistral:7b,Mistral 7B,Q8NE86,MCU,human,molecular_function,P3_fewshot,complete_miss,partial_hallucination,0.444,9,3,0,0.0,0.0," Based on the provided information about the MCU protein, the following Gene Ontology (GO) Molecular Function terms can be predicted:

1. GO:0005200 | ion channel activity
2. GO:0003677 | calcium ion binding
3. GO:0005508 | ATP binding
4. GO:0005525 | calcium ion transmembrane transport activity
5. ",GO:0005262|calcium channel activity; GO:0042802|identical protein binding; GO:0015292|uniporter activity,"['GO:0004819', 'GO:0005176', 'GO:0005508', 'GO:0042226']","['GO:0005262', 'GO:0042802', 'GO:0015292']"
mistral:7b,Mistral 7B,P12242,UCP1,mouse,molecular_function,P2_constrained,complete_miss,high_hallucination,0.667,9,3,0,0.0,0.0," GO:0016705 | Mitochondrial proton transporter activity
GO:0022857 | Long-chain fatty acid transporter activity
GO:0043191 | Uncoupling protein activity
GO:0005505 | Proton-transporting ATPase activity
GO:0005506 | ATP synthase activity, proton-transporting F-type
GO:0005507 | ATP synthase activity,",GO:0036041|long-chain fatty acid binding; GO:0017077|oxidative phosphorylation uncoupler activity; GO:0032555|purine ribonucleotide binding,"['GO:0016704', 'GO:0016705', 'GO:0043191', 'GO:0022857', 'GO:0030289']","['GO:0036041', 'GO:0032555', 'GO:0017077']"
mistral:7b,Mistral 7B,Q91392,RARGA,zebrafish,cellular_component,P3_fewshot,complete_miss,partial_hallucination,0.4,5,0,0,0.0,0.0," Based on the known function of RARGA (Retinoic acid receptor gamma-A) as a nuclear receptor, it is likely to be localized in the nucleus where it regulates gene expression. Here are some possible GO Cellular Component terms for RARGA in Zebrafish:

Protein: RARGA, Organism: Danio rerio (Zebrafish)
",,"['GO:0031974', 'GO:0030528']",[]
mistral:7b,Mistral 7B,P38075,PDX3,yeast,molecular_function,P2_constrained,complete_miss,partial_hallucination,0.5,4,2,0,0.0,0.0," Based on the known function of PDX3 (Pyridoxamine 5'-phosphate oxidase) from Saccharomyces cerevisiae, the following experimentally supported Gene Ontology Molecular Function (GO MO) terms can be predicted:

1. GO:0004621 | Phosphate oxidase activity
2. GO:0003824 | Pyridoxal 5'-phosphate biosynthe",GO:0010181|FMN binding; GO:0004733|pyridoxamine phosphate oxidase activity,"['GO:0003720', 'GO:0003719']","['GO:0010181', 'GO:0004733']"
mistral:7b,Mistral 7B,P40167,ZC3HD,yeast,molecular_function,P1_zeroshot,complete_miss,partial_hallucination,0.444,9,0,0,0.0,0.0," Based on the provided information, the following Gene Ontology (GO) Molecular Function terms can be associated with the ZC3HD protein in Saccharomyces cerevisiae:

1. GO:0008170 | DNA binding
2. GO:0046905 | Nucleotide-binding
3. GO:0005515 | Leucine-rich repeat binding
4. GO:0005525 | Zinc ion bin",,"['GO:0046905', 'GO:0008170', 'GO:0005517', 'GO:0005515']",[]
mistral:7b,Mistral 7B,P23292,KC12,yeast,molecular_function,P4_cot,partial_match_high_recall,partial_hallucination|low_precision,0.286,7,2,1,0.143,0.5," Step 1: The primary biochemical activity of protein KC12 (Casein kinase I homolog 2) is protein serine/threonine kinase activity, as it phosphorylates proteins at serine and threonine residues.

Step 2: Protein KC12 participates in several molecular processes, including signal transduction (as it r",GO:0004672|protein kinase activity; GO:0004674|protein serine/threonine kinase activity,"['GO:0008170', 'GO:0008111']",['GO:0004674']
mistral:7b,Mistral 7B,P32891,DLD1,yeast,molecular_function,P5_selection,complete_miss,partial_hallucination,0.286,7,1,0,0.0,0.0," GO:0005515 | protein binding
GO:0003677 | DNA binding
GO:0004722 | protein serine/threonine phosphatase activity
GO:0016301 | kinase activity (for NAD+ as a cofactor)
GO:0004725 | protein tyrosine phosphatase activity (not applicable, DLD1 does not have this function)
GO:0008270 | zinc ion binding
",GO:0004458|D-lactate dehydrogenase (cytochrome) activity,"['GO:0004725', 'GO:0005515']",['GO:0004458']
mistral:7b,Mistral 7B,P0ACH5,MARA,ecoli,molecular_function,P5_selection,partial_match_high_recall,partial_hallucination|low_precision,0.167,6,1,1,0.167,1.0," Based on the information provided about MARA protein, the following GO Molecular Function terms apply to this protein:

GO:0003700 | DNA-binding transcription factor activity
GO:0005515 | protein binding
GO:0003677 | DNA binding
GO:0004722 | protein serine/threonine phosphatase activity (assuming i",GO:0003677|DNA binding,['GO:0005515'],[]
mistral:7b,Mistral 7B,Q7T322,NAA35,zebrafish,biological_process,P1_zeroshot,partial_match_poor,high_hallucination|low_recall|low_precision,0.75,4,5,1,0.25,0.2," Based on the provided information, the following Gene Ontology (GO) Biological Process terms can be associated with NAA35 from Danio rerio (Zebrafish):

1. GO:0042310 | Protein N-terminus acetylation
This term describes the process of adding an acetyl group to the amino terminus of a protein, which",GO:0048514|blood vessel morphogenesis; GO:0043066|negative regulation of apoptotic process; GO:0008284|positive regulation of cell population proliferation; GO:0032006|regulation of TOR signaling; GO:,"['GO:0031329', 'GO:0042310', 'GO:0030528']","['GO:0032006', 'GO:0048514', 'GO:0001756', 'GO:0008284']"
mistral:7b,Mistral 7B,O88708,ORC4,mouse,biological_process,P5_selection,complete_miss,partial_hallucination,0.125,8,3,0,0.0,0.0," Based on the provided information about ORC4, the following GO Biological Process terms apply to this protein:

GO:0007049 | cell cycle
GO:0006355 | regulation of DNA-templated transcription
GO:0008283 | cell population proliferation
GO:0006954 | inflammatory response (indirectly, as part of the ce",GO:0006260|DNA replication; GO:0040038|polar body extrusion after meiotic divisions; GO:0051258|protein polymerization,['GO:0007049'],"['GO:0040038', 'GO:0051258', 'GO:0006260']"
mistral:7b,Mistral 7B,P08246,ELNE,human,molecular_function,P3_fewshot,partial_match_poor,partial_hallucination|low_recall|low_precision,0.5,8,7,1,0.125,0.143," Based on the provided information about the protein ELNE (Neutrophil elastase) and its known functions, here are some predicted Gene Ontology (GO) Molecular Function terms:

1. GO:0004222 | Serine-type endopeptidase activity
2. GO:0008233 | Proteolytic activity acting on peptide bonds C-X-Y where X",GO:0019955|cytokine binding; GO:0004175|endopeptidase activity; GO:0008201|heparin binding; GO:0008233|peptidase activity; GO:0002020|protease binding; GO:0004252|serine-type endopeptidase activity; G,"['GO:0016781', 'GO:0005170', 'GO:0005508', 'GO:0004871']","['GO:0004252', 'GO:0002020', 'GO:0019955', 'GO:0008201', 'GO:0004175']"
mistral:7b,Mistral 7B,P10614,CP51,yeast,biological_process,P1_zeroshot,complete_miss,high_hallucination,0.571,7,1,0,0.0,0.0," Based on the provided information about CP51 (Lanosterol 14-alpha demethylase CYP51), I have identified several Gene Ontology (GO) Biological Process terms that best describe this protein. Here are the GO IDs and term names:

1. GO:0006437 | steroid biosynthetic process
2. GO:0009815 | ergosterol b",GO:0006696|ergosterol biosynthetic process,"['GO:0042592', 'GO:0009815', 'GO:0008152', 'GO:0006412']",['GO:0006696']
mistral:7b,Mistral 7B,Q2TB18,ASTE1,human,cellular_component,P5_selection,complete_miss,,0.0,7,0,0,0.0,0.0," GO:0005634 | nucleus
GO:0005829 | cytosol
GO:0005737 | cytoplasm
GO:0005615 | extracellular space (ASTE1 is not located in these areas, but it interacts with them)
GO:0005874 | microtubule (not directly associated, but the protein might be indirectly related through its role in DNA repair)
GO:00007",,[],[]
mistral:7b,Mistral 7B,P32454,APE2,yeast,biological_process,P2_constrained,complete_hallucination,high_hallucination,1.0,7,1,0,0.0,0.0," Based on the provided information about APE2 (Aminopeptidase 2) from Saccharomyces cerevisiae (Baker's yeast), I will predict the following experimentally supported Gene Ontology Biological Process (GO BP) terms:

1. GO:0043605 | peptide metabolic process
2. GO:0006519 | leucine biosynthetic proces",GO:0043171|peptide catabolic process,"['GO:0006519', 'GO:0006810', 'GO:0006517', 'GO:0006518', 'GO:0009034']",['GO:0043171']
mistral:7b,Mistral 7B,Q6L8Q7,PDE12,human,molecular_function,P5_selection,complete_miss,partial_hallucination,0.222,9,3,0,0.0,0.0," GO:0005524 | ATP binding
GO:0003677 | DNA binding
GO:0016787 | hydrolase activity
GO:0004722 | protein serine/threonine phosphatase activity
GO:0005515 | protein binding
GO:0003779 (not directly, but oligoadenylates can bind to actin) | actin binding
GO:0008270 (indirectly through metal ions involv",GO:0000175|3'-5'-RNA exonuclease activity; GO:0004527|exonuclease activity; GO:0004535|poly(A)-specific ribonuclease activity,"['GO:0003779', 'GO:0005515']","['GO:0000175', 'GO:0004527', 'GO:0004535']"
mistral:7b,Mistral 7B,O60682,MUSC,human,cellular_component,P1_zeroshot,complete_miss,high_hallucination,0.6,5,1,0,0.0,0.0," Based on the function of the MUSC protein, I have identified several relevant Gene Ontology (GO) Cellular Component terms for this protein in humans. Here are some of them:

1. GO:0005622 | nucleus
This term is related to the location where the MUSC protein functions as a transcription repressor, i",GO:0005654|nucleoplasm,"['GO:0005644', 'GO:0005827', 'GO:0005622']",['GO:0005654']
mistral:7b,Mistral 7B,P62918,RL8,mouse,molecular_function,P1_zeroshot,partial_match_high_recall,high_hallucination|low_precision,0.6,10,1,1,0.1,1.0," Based on the provided information about RL8 (RecName: Full=Large ribosomal subunit protein uL2 from Mus musculus), I have identified several Gene Ontology (GO) Molecular Function terms that best describe this protein. Here are some of them:

1. GO:0003735 | Ribosome biogenesis, large subunit riboso",GO:0003735|structural constituent of ribosome,"['GO:0005841', 'GO:0005843', 'GO:0003737', 'GO:0005842', 'GO:0005845']",[]
mistral:7b,Mistral 7B,P32607,RTG1,yeast,cellular_component,P1_zeroshot,partial_match_poor,low_recall|low_precision,0.0,5,3,1,0.2,0.333," Based on the provided information, the following Gene Ontology (GO) Cellular Component terms can be assigned to the RTG1 protein in Saccharomyces cerevisiae:

1. GO:0005737 | Nucleus
RTG1 functions as a transcription factor and binds to DNA in the nucleus, regulating CIT2 gene expression.

2. GO:00",GO:0005737|cytoplasm; GO:0005634|nucleus; GO:0005667|transcription regulator complex,[],"['GO:0005634', 'GO:0005667']"
mistral:7b,Mistral 7B,P18480,SNF5,yeast,cellular_component,P2_constrained,complete_miss,partial_hallucination,0.25,4,3,0,0.0,0.0," GO:0030528 | SWI/SNF chromatin-remodeling complex
GO:0003684 | nucleosome
GO:0005739 | chromatin
GO:0005654 | nucleus",GO:0005829|cytosol; GO:0005634|nucleus; GO:0016514|SWI/SNF complex,['GO:0030528'],"['GO:0005634', 'GO:0016514', 'GO:0005829']"
mistral:7b,Mistral 7B,P77218,EUTD,ecoli,molecular_function,P5_selection,complete_miss,partial_hallucination,0.2,15,2,0,0.0,0.0," GO:0005515 | protein binding
GO:0003677 | DNA binding
GO:0004722 | protein serine/threonine phosphatase activity
GO:0016787 | hydrolase activity
GO:0004725 | protein tyrosine phosphatase activity
GO:0004672 | protein kinase activity
GO:0003700 | DNA-binding transcription factor activity (This term ",GO:0008959|phosphate acetyltransferase activity; GO:0042803|protein homodimerization activity,"['GO:0004725', 'GO:0004734', 'GO:0005515']","['GO:0008959', 'GO:0042803']"
