"model","accession","gene_name","organism","namespace","prompt_id","llm_sim"
"Mistral 7B","P26040","EZRI","mouse","molecular_function","P5_selection",0.657
"Mistral 7B","P26040","EZRI","mouse","biological_process","P1_zeroshot",0.129
"Mistral 7B","P26040","EZRI","mouse","biological_process","P2_constrained",0.147
"Mistral 7B","P26040","EZRI","mouse","biological_process","P3_fewshot",0.224
"Mistral 7B","P26040","EZRI","mouse","biological_process","P4_cot",0.206
"Mistral 7B","P26040","EZRI","mouse","biological_process","P5_selection",0.236
"Mistral 7B","P26040","EZRI","mouse","cellular_component","P1_zeroshot",0.215
"Mistral 7B","P26040","EZRI","mouse","cellular_component","P2_constrained",0.215
"Mistral 7B","P26040","EZRI","mouse","cellular_component","P3_fewshot",0.287
"Mistral 7B","P26040","EZRI","mouse","cellular_component","P4_cot",0.281
"Mistral 7B","P26040","EZRI","mouse","cellular_component","P5_selection",0.468
"Mistral 7B","P05627","JUN","mouse","molecular_function","P1_zeroshot",0.251
"Mistral 7B","P05627","JUN","mouse","molecular_function","P2_constrained",0.344
"Mistral 7B","P05627","JUN","mouse","molecular_function","P3_fewshot",0.531
"Mistral 7B","P05627","JUN","mouse","molecular_function","P4_cot",0.443
"Mistral 7B","P05627","JUN","mouse","molecular_function","P5_selection",0.536
"Mistral 7B","P05627","JUN","mouse","biological_process","P1_zeroshot",0.29
"Mistral 7B","P05627","JUN","mouse","biological_process","P2_constrained",0.41
"Mistral 7B","P05627","JUN","mouse","biological_process","P3_fewshot",0.369
"Mistral 7B","P05627","JUN","mouse","biological_process","P4_cot",0.316
"Mistral 7B","P05627","JUN","mouse","biological_process","P5_selection",0.426
"Mistral 7B","P05627","JUN","mouse","cellular_component","P1_zeroshot",0.393
"Mistral 7B","P05627","JUN","mouse","cellular_component","P2_constrained",0.188
"Mistral 7B","P05627","JUN","mouse","cellular_component","P3_fewshot",0.534
"Mistral 7B","P05627","JUN","mouse","cellular_component","P4_cot",0.474
"Mistral 7B","P05627","JUN","mouse","cellular_component","P5_selection",0.445
"Mistral 7B","P70377","FGF13","mouse","molecular_function","P1_zeroshot",0.11
"Mistral 7B","P70377","FGF13","mouse","molecular_function","P2_constrained",0.089
"Mistral 7B","P70377","FGF13","mouse","molecular_function","P3_fewshot",0.102
"Mistral 7B","P70377","FGF13","mouse","molecular_function","P4_cot",0.151
"Mistral 7B","P70377","FGF13","mouse","molecular_function","P5_selection",0.295
"Mistral 7B","P70377","FGF13","mouse","biological_process","P1_zeroshot",0.189
"Mistral 7B","P70377","FGF13","mouse","biological_process","P2_constrained",0.185
"Mistral 7B","P70377","FGF13","mouse","biological_process","P3_fewshot",0.224
"Mistral 7B","P70377","FGF13","mouse","biological_process","P4_cot",0.31
"Mistral 7B","P70377","FGF13","mouse","biological_process","P5_selection",0.182
"Mistral 7B","P70377","FGF13","mouse","cellular_component","P1_zeroshot",0.253
"Mistral 7B","P70377","FGF13","mouse","cellular_component","P2_constrained",0.293
"Mistral 7B","P70377","FGF13","mouse","cellular_component","P3_fewshot",0.445
"Mistral 7B","P70377","FGF13","mouse","cellular_component","P4_cot",0.277
"Mistral 7B","P70377","FGF13","mouse","cellular_component","P5_selection",0.68
"Mistral 7B","P11862","GAS2","mouse","biological_process","P1_zeroshot",0.231
"Mistral 7B","P11862","GAS2","mouse","biological_process","P2_constrained",0.239
"Mistral 7B","P11862","GAS2","mouse","biological_process","P3_fewshot",0.109
"Mistral 7B","P11862","GAS2","mouse","biological_process","P4_cot",0.283
"Mistral 7B","P11862","GAS2","mouse","biological_process","P5_selection",0.221
"Mistral 7B","Q91Y63","S13A3","mouse","molecular_function","P1_zeroshot",0.017
"Mistral 7B","Q91Y63","S13A3","mouse","molecular_function","P2_constrained",0
"Mistral 7B","Q91Y63","S13A3","mouse","molecular_function","P3_fewshot",0.046
"Mistral 7B","Q91Y63","S13A3","mouse","molecular_function","P4_cot",0.142
"Mistral 7B","Q91Y63","S13A3","mouse","molecular_function","P5_selection",0.053
"Mistral 7B","Q91Y63","S13A3","mouse","biological_process","P1_zeroshot",0.121
"Mistral 7B","Q91Y63","S13A3","mouse","biological_process","P2_constrained",0.057
"Mistral 7B","Q91Y63","S13A3","mouse","biological_process","P3_fewshot",0.17
"Mistral 7B","Q91Y63","S13A3","mouse","biological_process","P4_cot",0.058
"Mistral 7B","Q91Y63","S13A3","mouse","biological_process","P5_selection",0.215
"Mistral 7B","Q91Y63","S13A3","mouse","cellular_component","P1_zeroshot",0.427
"Mistral 7B","Q91Y63","S13A3","mouse","cellular_component","P2_constrained",0.674
"Mistral 7B","Q91Y63","S13A3","mouse","cellular_component","P3_fewshot",0.687
"Mistral 7B","Q91Y63","S13A3","mouse","cellular_component","P4_cot",0.543
"Mistral 7B","Q91Y63","S13A3","mouse","cellular_component","P5_selection",1
"Mistral 7B","Q9CR42","ANKR1","mouse","molecular_function","P1_zeroshot",0.354
"Mistral 7B","Q9CR42","ANKR1","mouse","molecular_function","P2_constrained",0.39
"Mistral 7B","Q9CR42","ANKR1","mouse","molecular_function","P3_fewshot",0.306
"Mistral 7B","Q9CR42","ANKR1","mouse","molecular_function","P4_cot",0.172
"Mistral 7B","Q9CR42","ANKR1","mouse","molecular_function","P5_selection",0.232
"Mistral 7B","Q9CR42","ANKR1","mouse","biological_process","P1_zeroshot",0.284
"Mistral 7B","Q9CR42","ANKR1","mouse","biological_process","P2_constrained",0.198
"Mistral 7B","Q9CR42","ANKR1","mouse","biological_process","P3_fewshot",0.375
"Mistral 7B","Q9CR42","ANKR1","mouse","biological_process","P4_cot",0.362
"Mistral 7B","Q9CR42","ANKR1","mouse","biological_process","P5_selection",0.356
"Mistral 7B","Q9CR42","ANKR1","mouse","cellular_component","P1_zeroshot",0.628
"Mistral 7B","Q9CR42","ANKR1","mouse","cellular_component","P2_constrained",0.552
"Mistral 7B","Q9CR42","ANKR1","mouse","cellular_component","P3_fewshot",0.55
"Mistral 7B","Q9CR42","ANKR1","mouse","cellular_component","P4_cot",0.626
"Mistral 7B","Q9CR42","ANKR1","mouse","cellular_component","P5_selection",0.609
"Mistral 7B","P22933","GBRD","mouse","molecular_function","P1_zeroshot",0.107
"Mistral 7B","P22933","GBRD","mouse","molecular_function","P2_constrained",0.321
"Mistral 7B","P22933","GBRD","mouse","molecular_function","P3_fewshot",0.05
"Mistral 7B","P22933","GBRD","mouse","molecular_function","P4_cot",0.097
"Mistral 7B","P22933","GBRD","mouse","molecular_function","P5_selection",0.068
"Mistral 7B","P22933","GBRD","mouse","cellular_component","P1_zeroshot",0.3
"Mistral 7B","P22933","GBRD","mouse","cellular_component","P2_constrained",0.092
"Mistral 7B","P22933","GBRD","mouse","cellular_component","P3_fewshot",0.16
"Mistral 7B","P22933","GBRD","mouse","cellular_component","P4_cot",0.264
"Mistral 7B","P22933","GBRD","mouse","cellular_component","P5_selection",0.368
"Mistral 7B","Q9CWE6","OOEP","mouse","molecular_function","P1_zeroshot",0.191
"Mistral 7B","Q9CWE6","OOEP","mouse","molecular_function","P2_constrained",0.079
"Mistral 7B","Q9CWE6","OOEP","mouse","molecular_function","P3_fewshot",0.265
"Mistral 7B","Q9CWE6","OOEP","mouse","molecular_function","P4_cot",0.087
"Mistral 7B","Q9CWE6","OOEP","mouse","molecular_function","P5_selection",0.239
"Mistral 7B","Q9CWE6","OOEP","mouse","biological_process","P1_zeroshot",0.222
"Mistral 7B","Q9CWE6","OOEP","mouse","biological_process","P2_constrained",0.228
"Mistral 7B","Q9CWE6","OOEP","mouse","biological_process","P3_fewshot",0.276
"Mistral 7B","Q9CWE6","OOEP","mouse","biological_process","P4_cot",0.234
"Mistral 7B","Q9CWE6","OOEP","mouse","biological_process","P5_selection",0.301
"Mistral 7B","Q9CWE6","OOEP","mouse","cellular_component","P1_zeroshot",0.498
"Mistral 7B","Q9CWE6","OOEP","mouse","cellular_component","P2_constrained",0.362
"Mistral 7B","Q9CWE6","OOEP","mouse","cellular_component","P3_fewshot",0.402
"Mistral 7B","Q9CWE6","OOEP","mouse","cellular_component","P4_cot",0.456
"Mistral 7B","Q9CWE6","OOEP","mouse","cellular_component","P5_selection",0.521
"Mistral 7B","Q9D708","S10AG","mouse","molecular_function","P1_zeroshot",0.425
"Mistral 7B","Q9D708","S10AG","mouse","molecular_function","P2_constrained",0.392
"Mistral 7B","Q9D708","S10AG","mouse","molecular_function","P3_fewshot",0.294
"Mistral 7B","Q9D708","S10AG","mouse","molecular_function","P4_cot",0.429
"Mistral 7B","Q9D708","S10AG","mouse","molecular_function","P5_selection",0.296
"Mistral 7B","Q9D708","S10AG","mouse","biological_process","P1_zeroshot",0.136
"Mistral 7B","Q9D708","S10AG","mouse","biological_process","P2_constrained",0.39
"Mistral 7B","Q9D708","S10AG","mouse","biological_process","P3_fewshot",0.187
"Mistral 7B","Q9D708","S10AG","mouse","biological_process","P4_cot",0.128
"Mistral 7B","Q9D708","S10AG","mouse","biological_process","P5_selection",0.256
"Mistral 7B","Q9D708","S10AG","mouse","cellular_component","P1_zeroshot",0.506
"Mistral 7B","Q9D708","S10AG","mouse","cellular_component","P2_constrained",0.566
"Mistral 7B","Q9D708","S10AG","mouse","cellular_component","P3_fewshot",0.426
"Mistral 7B","Q9D708","S10AG","mouse","cellular_component","P4_cot",0.202
"Mistral 7B","Q9D708","S10AG","mouse","cellular_component","P5_selection",0.775
"Mistral 7B","Q91W40","KLC3","mouse","molecular_function","P1_zeroshot",0.21
"Mistral 7B","Q91W40","KLC3","mouse","molecular_function","P2_constrained",0.042
"Mistral 7B","Q91W40","KLC3","mouse","molecular_function","P3_fewshot",0.252
"Mistral 7B","Q91W40","KLC3","mouse","molecular_function","P4_cot",0
"Mistral 7B","Q91W40","KLC3","mouse","molecular_function","P5_selection",0.239
"Mistral 7B","Q91W40","KLC3","mouse","biological_process","P1_zeroshot",0.314
"Mistral 7B","Q91W40","KLC3","mouse","biological_process","P2_constrained",0.368
"Mistral 7B","Q91W40","KLC3","mouse","biological_process","P3_fewshot",0.336
"Mistral 7B","Q91W40","KLC3","mouse","biological_process","P4_cot",0.154
"Mistral 7B","Q91W40","KLC3","mouse","biological_process","P5_selection",0.125
"Mistral 7B","Q91W40","KLC3","mouse","cellular_component","P1_zeroshot",0.611
"Mistral 7B","Q91W40","KLC3","mouse","cellular_component","P2_constrained",0.54
"Mistral 7B","Q91W40","KLC3","mouse","cellular_component","P3_fewshot",0.62
"Mistral 7B","Q91W40","KLC3","mouse","cellular_component","P4_cot",0.502
"Mistral 7B","Q91W40","KLC3","mouse","cellular_component","P5_selection",0.642
"Mistral 7B","Q9Z1Q3","LY66D","mouse","molecular_function","P1_zeroshot",0.13
"Mistral 7B","Q9Z1Q3","LY66D","mouse","molecular_function","P2_constrained",0.288
"Mistral 7B","Q9Z1Q3","LY66D","mouse","molecular_function","P3_fewshot",0.319
"Mistral 7B","Q9Z1Q3","LY66D","mouse","molecular_function","P4_cot",0.18
"Mistral 7B","Q9Z1Q3","LY66D","mouse","molecular_function","P5_selection",0.296
"Mistral 7B","Q9Z1Q3","LY66D","mouse","biological_process","P1_zeroshot",0.17
"Mistral 7B","Q9Z1Q3","LY66D","mouse","biological_process","P2_constrained",0.382
"Mistral 7B","Q9Z1Q3","LY66D","mouse","biological_process","P3_fewshot",0.17
"Mistral 7B","Q9Z1Q3","LY66D","mouse","biological_process","P4_cot",0.382
"Mistral 7B","Q9Z1Q3","LY66D","mouse","biological_process","P5_selection",0.598
"Mistral 7B","Q9Z1Q3","LY66D","mouse","cellular_component","P1_zeroshot",0.306
"Mistral 7B","Q9Z1Q3","LY66D","mouse","cellular_component","P2_constrained",0.246
"Mistral 7B","Q9Z1Q3","LY66D","mouse","cellular_component","P3_fewshot",0.259
"Mistral 7B","Q9Z1Q3","LY66D","mouse","cellular_component","P4_cot",0.234
"Mistral 7B","Q9Z1Q3","LY66D","mouse","cellular_component","P5_selection",0.259
"Mistral 7B","Q8BJL1","FBX30","mouse","biological_process","P1_zeroshot",0.2
"Mistral 7B","Q8BJL1","FBX30","mouse","biological_process","P2_constrained",0.212
"Mistral 7B","Q8BJL1","FBX30","mouse","biological_process","P3_fewshot",0.206
"Mistral 7B","Q8BJL1","FBX30","mouse","biological_process","P4_cot",0.194
"Mistral 7B","Q8BJL1","FBX30","mouse","biological_process","P5_selection",0.302
"Mistral 7B","Q8VHS2","CRUM1","mouse","biological_process","P1_zeroshot",0.337
"Mistral 7B","Q8VHS2","CRUM1","mouse","biological_process","P2_constrained",0.144
"Mistral 7B","Q8VHS2","CRUM1","mouse","biological_process","P3_fewshot",0.282
"Mistral 7B","Q8VHS2","CRUM1","mouse","biological_process","P4_cot",0.29
"Mistral 7B","Q8VHS2","CRUM1","mouse","biological_process","P5_selection",0.171
"Mistral 7B","Q8VHS2","CRUM1","mouse","cellular_component","P1_zeroshot",0.211
"Mistral 7B","Q8VHS2","CRUM1","mouse","cellular_component","P2_constrained",0.217
"Mistral 7B","Q8VHS2","CRUM1","mouse","cellular_component","P3_fewshot",0.331
"Mistral 7B","Q8VHS2","CRUM1","mouse","cellular_component","P4_cot",0.221
"Mistral 7B","Q8VHS2","CRUM1","mouse","cellular_component","P5_selection",0.427
"Mistral 7B","P61021","RAB5B","mouse","biological_process","P1_zeroshot",0.088
"Mistral 7B","P61021","RAB5B","mouse","biological_process","P2_constrained",0.108
"Mistral 7B","P61021","RAB5B","mouse","biological_process","P3_fewshot",0.14
"Mistral 7B","P61021","RAB5B","mouse","biological_process","P4_cot",0.234
"Mistral 7B","P61021","RAB5B","mouse","biological_process","P5_selection",0.23
"Mistral 7B","P61021","RAB5B","mouse","cellular_component","P1_zeroshot",0.476
"Mistral 7B","P61021","RAB5B","mouse","cellular_component","P2_constrained",0.594
"Mistral 7B","P61021","RAB5B","mouse","cellular_component","P3_fewshot",0.721
"Mistral 7B","P61021","RAB5B","mouse","cellular_component","P4_cot",0.491
"Mistral 7B","P61021","RAB5B","mouse","cellular_component","P5_selection",0.594
"Mistral 7B","Q9CTG6","AT132","mouse","biological_process","P1_zeroshot",0.249
"Mistral 7B","Q9CTG6","AT132","mouse","biological_process","P2_constrained",0.173
"Mistral 7B","Q9CTG6","AT132","mouse","biological_process","P3_fewshot",0.202
"Mistral 7B","Q9CTG6","AT132","mouse","biological_process","P4_cot",0.227
"Mistral 7B","Q9CTG6","AT132","mouse","biological_process","P5_selection",0.262
"Mistral 7B","Q9CTG6","AT132","mouse","cellular_component","P1_zeroshot",0.207
"Mistral 7B","Q9CTG6","AT132","mouse","cellular_component","P2_constrained",0.251
"Mistral 7B","Q9CTG6","AT132","mouse","cellular_component","P3_fewshot",0.318
"Mistral 7B","Q9CTG6","AT132","mouse","cellular_component","P4_cot",0.273
"Mistral 7B","Q9CTG6","AT132","mouse","cellular_component","P5_selection",0.329
"Mistral 7B","Q9JJZ2","TBA8","mouse","biological_process","P1_zeroshot",0.064
"Mistral 7B","Q9JJZ2","TBA8","mouse","biological_process","P2_constrained",0.081
"Mistral 7B","Q9JJZ2","TBA8","mouse","biological_process","P3_fewshot",0.064
"Mistral 7B","Q9JJZ2","TBA8","mouse","biological_process","P4_cot",0.052
"Mistral 7B","Q9JJZ2","TBA8","mouse","biological_process","P5_selection",0.082
"Mistral 7B","Q9JJZ2","TBA8","mouse","cellular_component","P1_zeroshot",0.255
"Mistral 7B","Q9JJZ2","TBA8","mouse","cellular_component","P2_constrained",0.045
"Mistral 7B","Q9JJZ2","TBA8","mouse","cellular_component","P3_fewshot",0.339
"Mistral 7B","Q9JJZ2","TBA8","mouse","cellular_component","P4_cot",0.148
"Mistral 7B","Q9JJZ2","TBA8","mouse","cellular_component","P5_selection",0.521
"Mistral 7B","P48346","IL15","mouse","molecular_function","P1_zeroshot",0.106
"Mistral 7B","P48346","IL15","mouse","molecular_function","P2_constrained",1
"Mistral 7B","P48346","IL15","mouse","molecular_function","P3_fewshot",1
"Mistral 7B","P48346","IL15","mouse","molecular_function","P4_cot",1
"Mistral 7B","P48346","IL15","mouse","molecular_function","P5_selection",0.474
"Mistral 7B","P48346","IL15","mouse","biological_process","P1_zeroshot",0.225
"Mistral 7B","P48346","IL15","mouse","biological_process","P2_constrained",0.289
"Mistral 7B","P48346","IL15","mouse","biological_process","P3_fewshot",0.232
"Mistral 7B","P48346","IL15","mouse","biological_process","P4_cot",0.243
"Mistral 7B","P48346","IL15","mouse","biological_process","P5_selection",0.187
"Mistral 7B","P48346","IL15","mouse","cellular_component","P1_zeroshot",1
"Mistral 7B","P48346","IL15","mouse","cellular_component","P2_constrained",0.841
"Mistral 7B","P48346","IL15","mouse","cellular_component","P3_fewshot",0.841
"Mistral 7B","P48346","IL15","mouse","cellular_component","P4_cot",0.841
"Mistral 7B","P48346","IL15","mouse","cellular_component","P5_selection",1
"Mistral 7B","Q61039","HAND2","mouse","molecular_function","P1_zeroshot",0.525
"Mistral 7B","Q61039","HAND2","mouse","molecular_function","P2_constrained",0.44
"Mistral 7B","Q61039","HAND2","mouse","molecular_function","P3_fewshot",0.589
"Mistral 7B","Q61039","HAND2","mouse","molecular_function","P4_cot",0.421
"Mistral 7B","Q61039","HAND2","mouse","molecular_function","P5_selection",0.487
"Mistral 7B","Q61039","HAND2","mouse","biological_process","P1_zeroshot",0.44
"Mistral 7B","Q61039","HAND2","mouse","biological_process","P2_constrained",0.338
"Mistral 7B","Q61039","HAND2","mouse","biological_process","P3_fewshot",0.388
"Mistral 7B","Q61039","HAND2","mouse","biological_process","P4_cot",0.477
"Mistral 7B","Q61039","HAND2","mouse","biological_process","P5_selection",0.299
"Mistral 7B","Q61039","HAND2","mouse","cellular_component","P1_zeroshot",0.304
"Mistral 7B","Q61039","HAND2","mouse","cellular_component","P2_constrained",0.321
"Mistral 7B","Q61039","HAND2","mouse","cellular_component","P3_fewshot",0.199
"Mistral 7B","Q61039","HAND2","mouse","cellular_component","P4_cot",0.502
"Mistral 7B","Q61039","HAND2","mouse","cellular_component","P5_selection",0.449
"Mistral 7B","O70491","STRA6","mouse","biological_process","P1_zeroshot",0.1
"Mistral 7B","O70491","STRA6","mouse","biological_process","P2_constrained",0.052
"Mistral 7B","O70491","STRA6","mouse","biological_process","P3_fewshot",0.069
"Mistral 7B","O70491","STRA6","mouse","biological_process","P4_cot",0.137
"Mistral 7B","O70491","STRA6","mouse","biological_process","P5_selection",0.241
"Mistral 7B","O70491","STRA6","mouse","cellular_component","P1_zeroshot",0.306
"Mistral 7B","O70491","STRA6","mouse","cellular_component","P2_constrained",0.457
"Mistral 7B","O70491","STRA6","mouse","cellular_component","P3_fewshot",0.306
"Mistral 7B","O70491","STRA6","mouse","cellular_component","P4_cot",0.373
"Mistral 7B","O70491","STRA6","mouse","cellular_component","P5_selection",1
"Mistral 7B","O35973","PER1","mouse","molecular_function","P1_zeroshot",0.241
"Mistral 7B","O35973","PER1","mouse","molecular_function","P2_constrained",0.172
"Mistral 7B","O35973","PER1","mouse","molecular_function","P3_fewshot",0.309
"Mistral 7B","O35973","PER1","mouse","molecular_function","P4_cot",0.204
"Mistral 7B","O35973","PER1","mouse","molecular_function","P5_selection",0.432
"Mistral 7B","O35973","PER1","mouse","biological_process","P1_zeroshot",0.337
"Mistral 7B","O35973","PER1","mouse","biological_process","P2_constrained",0.328
"Mistral 7B","O35973","PER1","mouse","biological_process","P3_fewshot",0.339
"Mistral 7B","O35973","PER1","mouse","biological_process","P4_cot",0.397
"Mistral 7B","O35973","PER1","mouse","biological_process","P5_selection",0.451
"Mistral 7B","O35973","PER1","mouse","cellular_component","P1_zeroshot",1
"Mistral 7B","O35973","PER1","mouse","cellular_component","P2_constrained",0.694
"Mistral 7B","O35973","PER1","mouse","cellular_component","P3_fewshot",1
"Mistral 7B","O35973","PER1","mouse","cellular_component","P4_cot",1
"Mistral 7B","O35973","PER1","mouse","cellular_component","P5_selection",1
"Mistral 7B","Q8BTG7","NDRG4","mouse","biological_process","P1_zeroshot",0.11
"Mistral 7B","Q8BTG7","NDRG4","mouse","biological_process","P2_constrained",0.195
"Mistral 7B","Q8BTG7","NDRG4","mouse","biological_process","P3_fewshot",0.211
"Mistral 7B","Q8BTG7","NDRG4","mouse","biological_process","P4_cot",0.166
"Mistral 7B","Q8BTG7","NDRG4","mouse","biological_process","P5_selection",0.187
"Mistral 7B","Q8BTG7","NDRG4","mouse","cellular_component","P1_zeroshot",0.539
"Mistral 7B","Q8BTG7","NDRG4","mouse","cellular_component","P2_constrained",0.656
"Mistral 7B","Q8BTG7","NDRG4","mouse","cellular_component","P3_fewshot",0.489
"Mistral 7B","Q8BTG7","NDRG4","mouse","cellular_component","P4_cot",0.436
"Mistral 7B","Q8BTG7","NDRG4","mouse","cellular_component","P5_selection",0.533
"Mistral 7B","P01325","INS1","mouse","biological_process","P1_zeroshot",0.152
"Mistral 7B","P01325","INS1","mouse","biological_process","P2_constrained",0.281
"Mistral 7B","P01325","INS1","mouse","biological_process","P3_fewshot",0.245
"Mistral 7B","P01325","INS1","mouse","biological_process","P4_cot",0.154
"Mistral 7B","P01325","INS1","mouse","biological_process","P5_selection",0.497
"Mistral 7B","P01325","INS1","mouse","cellular_component","P1_zeroshot",0.571
"Mistral 7B","P01325","INS1","mouse","cellular_component","P2_constrained",0.525
"Mistral 7B","P01325","INS1","mouse","cellular_component","P3_fewshot",0.331
"Mistral 7B","P01325","INS1","mouse","cellular_component","P4_cot",0.394
"Mistral 7B","P01325","INS1","mouse","cellular_component","P5_selection",0.588
"Mistral 7B","Q61730","IL1AP","mouse","molecular_function","P1_zeroshot",0.157
"Mistral 7B","Q61730","IL1AP","mouse","molecular_function","P2_constrained",0.116
"Mistral 7B","Q61730","IL1AP","mouse","molecular_function","P3_fewshot",0.13
"Mistral 7B","Q61730","IL1AP","mouse","molecular_function","P4_cot",0.095
"Mistral 7B","Q61730","IL1AP","mouse","molecular_function","P5_selection",0.172
"Mistral 7B","Q61730","IL1AP","mouse","biological_process","P1_zeroshot",0.212
"Mistral 7B","Q61730","IL1AP","mouse","biological_process","P2_constrained",0.221
"Mistral 7B","Q61730","IL1AP","mouse","biological_process","P3_fewshot",0.254
"Mistral 7B","Q61730","IL1AP","mouse","biological_process","P4_cot",0.304
"Mistral 7B","Q61730","IL1AP","mouse","biological_process","P5_selection",0.399
"Mistral 7B","Q61730","IL1AP","mouse","cellular_component","P1_zeroshot",0.159
"Mistral 7B","Q61730","IL1AP","mouse","cellular_component","P2_constrained",0.091
"Mistral 7B","Q61730","IL1AP","mouse","cellular_component","P3_fewshot",0.203
"Mistral 7B","Q61730","IL1AP","mouse","cellular_component","P4_cot",0.18
"Mistral 7B","Q61730","IL1AP","mouse","cellular_component","P5_selection",0.356
"Mistral 7B","P07249","ARGR1","yeast","molecular_function","P1_zeroshot",0.578
"Mistral 7B","P07249","ARGR1","yeast","molecular_function","P2_constrained",0.524
"Mistral 7B","P07249","ARGR1","yeast","molecular_function","P3_fewshot",0.31
"Mistral 7B","P07249","ARGR1","yeast","molecular_function","P4_cot",0.088
"Mistral 7B","P07249","ARGR1","yeast","molecular_function","P5_selection",0.578
"Mistral 7B","P07249","ARGR1","yeast","biological_process","P1_zeroshot",0.109
"Mistral 7B","P07249","ARGR1","yeast","biological_process","P2_constrained",0.056
"Mistral 7B","P07249","ARGR1","yeast","biological_process","P3_fewshot",0.304
"Mistral 7B","P07249","ARGR1","yeast","biological_process","P4_cot",0.306
"Mistral 7B","P07249","ARGR1","yeast","biological_process","P5_selection",0.284
"Mistral 7B","P07249","ARGR1","yeast","cellular_component","P1_zeroshot",0.694
"Mistral 7B","P07249","ARGR1","yeast","cellular_component","P2_constrained",0.493
"Mistral 7B","P07249","ARGR1","yeast","cellular_component","P3_fewshot",1
"Mistral 7B","P07249","ARGR1","yeast","cellular_component","P4_cot",0.443
"Mistral 7B","P07249","ARGR1","yeast","cellular_component","P5_selection",1
"Mistral 7B","P54854","HXT15","yeast","molecular_function","P1_zeroshot",0.212
"Mistral 7B","P54854","HXT15","yeast","molecular_function","P2_constrained",0.207
"Mistral 7B","P54854","HXT15","yeast","molecular_function","P3_fewshot",0.029
"Mistral 7B","P54854","HXT15","yeast","molecular_function","P4_cot",0.249
"Mistral 7B","P54854","HXT15","yeast","molecular_function","P5_selection",0.061
"Mistral 7B","P54854","HXT15","yeast","biological_process","P1_zeroshot",0.247
"Mistral 7B","P54854","HXT15","yeast","biological_process","P2_constrained",0.225
"Mistral 7B","P54854","HXT15","yeast","biological_process","P3_fewshot",0.306
"Mistral 7B","P54854","HXT15","yeast","biological_process","P4_cot",0.296
"Mistral 7B","P54854","HXT15","yeast","biological_process","P5_selection",0.322
"Mistral 7B","P54854","HXT15","yeast","cellular_component","P1_zeroshot",0.427
"Mistral 7B","P54854","HXT15","yeast","cellular_component","P2_constrained",0.803
"Mistral 7B","P54854","HXT15","yeast","cellular_component","P3_fewshot",1
"Mistral 7B","P54854","HXT15","yeast","cellular_component","P4_cot",0.687
"Mistral 7B","P54854","HXT15","yeast","cellular_component","P5_selection",0.687
"Mistral 7B","P0CX39","RS8A","yeast","molecular_function","P1_zeroshot",1
"Mistral 7B","P0CX39","RS8A","yeast","molecular_function","P2_constrained",0.176
"Mistral 7B","P0CX39","RS8A","yeast","molecular_function","P3_fewshot",1
"Mistral 7B","P0CX39","RS8A","yeast","molecular_function","P4_cot",1
"Mistral 7B","P0CX39","RS8A","yeast","molecular_function","P5_selection",0.224
"Mistral 7B","P0CX39","RS8A","yeast","biological_process","P1_zeroshot",0.268
"Mistral 7B","P0CX39","RS8A","yeast","biological_process","P2_constrained",0.293
"Mistral 7B","P0CX39","RS8A","yeast","biological_process","P3_fewshot",0.458
"Mistral 7B","P0CX39","RS8A","yeast","biological_process","P4_cot",0.268
"Mistral 7B","P0CX39","RS8A","yeast","biological_process","P5_selection",0.233
"Mistral 7B","P0CX39","RS8A","yeast","cellular_component","P1_zeroshot",0.211
"Mistral 7B","P0CX39","RS8A","yeast","cellular_component","P2_constrained",0.218
"Mistral 7B","P0CX39","RS8A","yeast","cellular_component","P3_fewshot",0.322
"Mistral 7B","P0CX39","RS8A","yeast","cellular_component","P4_cot",0.362
"Mistral 7B","P0CX39","RS8A","yeast","cellular_component","P5_selection",0.289
"Mistral 7B","P32838","PP2A4","yeast","molecular_function","P1_zeroshot",0.297
"Mistral 7B","P32838","PP2A4","yeast","molecular_function","P2_constrained",0.257
"Mistral 7B","P32838","PP2A4","yeast","molecular_function","P3_fewshot",0.297
"Mistral 7B","P32838","PP2A4","yeast","molecular_function","P4_cot",0.297
"Mistral 7B","P32838","PP2A4","yeast","molecular_function","P5_selection",1
"Mistral 7B","P32838","PP2A4","yeast","biological_process","P1_zeroshot",0.135
"Mistral 7B","P32838","PP2A4","yeast","biological_process","P2_constrained",0.094
"Mistral 7B","P32838","PP2A4","yeast","biological_process","P3_fewshot",0.156
"Mistral 7B","P32838","PP2A4","yeast","biological_process","P4_cot",0.149
"Mistral 7B","P32838","PP2A4","yeast","biological_process","P5_selection",0.174
"Mistral 7B","P32838","PP2A4","yeast","cellular_component","P1_zeroshot",0.559
"Mistral 7B","P32838","PP2A4","yeast","cellular_component","P2_constrained",0.561
"Mistral 7B","P32838","PP2A4","yeast","cellular_component","P3_fewshot",0.556
"Mistral 7B","P32838","PP2A4","yeast","cellular_component","P4_cot",0.279
"Mistral 7B","P32838","PP2A4","yeast","cellular_component","P5_selection",0.669
"Mistral 7B","P32494","NGG1","yeast","biological_process","P1_zeroshot",0.366
"Mistral 7B","P32494","NGG1","yeast","biological_process","P2_constrained",0.347
"Mistral 7B","P32494","NGG1","yeast","biological_process","P3_fewshot",0.382
"Mistral 7B","P32494","NGG1","yeast","biological_process","P4_cot",0.428
"Mistral 7B","P32494","NGG1","yeast","biological_process","P5_selection",0.456
